transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,customer_id,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,deceased_indicator,owns_car,property_valuation
11/12/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,3352,Male,14,28/12/1994,Manufacturing,Affluent Customer,N,No,8
08/11/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,3353,Female,91,21/04/1994,,Mass Customer,N,Yes,4
25/12/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,3354,Male,18,27/03/1978,Manufacturing,Mass Customer,N,Yes,9
19/06/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,3355,Female,50,19/02/1990,Manufacturing,Mass Customer,N,No,7
26/07/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,3356,Male,47,23/03/1959,Financial Services,Mass Customer,N,Yes,10
07/01/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,3357,Male,25,01/02/1999,Manufacturing,Affluent Customer,N,No,9
21/06/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,3358,Male,30,17/09/1973,Manufacturing,Affluent Customer,N,Yes,9
03/02/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",3359,Male,82,13/12/1991,,Mass Customer,N,No,5
08/06/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,3360,Female,77,23/03/1963,Health,Affluent Customer,N,No,6
20/08/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",3361,Female,68,20/01/1968,Property,Mass Customer,N,Yes,9
27/08/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,3362,Male,60,24/06/1971,Financial Services,Affluent Customer,N,No,7
09/04/2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",3363,Male,25,08/03/2000,Manufacturing,High Net Worth,N,Yes,2
03/02/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,3364,Male,77,19/08/1993,Manufacturing,Mass Customer,N,Yes,8
19/08/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,3365,U,29,,IT,Mass Customer,N,No,1
10/01/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,3366,Male,98,26/02/1975,Manufacturing,Mass Customer,N,Yes,12
16/10/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,3367,Female,75,05/12/2000,Entertainment,Mass Customer,N,Yes,4
09/02/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,3368,Female,7,17/07/1967,Financial Services,Affluent Customer,N,No,12
21/05/2017,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",3369,Female,90,02/01/1977,,Mass Customer,N,No,10
17/12/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,3370,Male,8,22/01/1954,,High Net Worth,N,Yes,8
05/12/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,3371,Female,56,30/10/1977,Retail,Mass Customer,N,No,10
29/04/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,3372,Male,62,25/09/1954,Telecommunications,High Net Worth,N,No,9
13/06/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,3373,Female,19,25/01/1991,Health,Mass Customer,N,No,9
14/08/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,3374,Female,77,17/11/1959,Manufacturing,Mass Customer,N,Yes,8
19/09/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,3375,Male,37,21/03/1993,Financial Services,High Net Worth,N,Yes,11
23/07/2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",3376,Female,74,20/10/1982,Manufacturing,Mass Customer,N,No,5
02/07/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,3377,Male,12,23/06/1988,Manufacturing,Mass Customer,N,Yes,3
23/10/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,3378,Female,17,17/02/1962,Financial Services,Affluent Customer,N,No,10
04/10/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,3379,Female,51,30/04/1999,Health,Mass Customer,N,Yes,8
14/12/2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,3380,Male,41,09/01/1955,Manufacturing,High Net Worth,N,Yes,8
21/12/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,3381,Male,26,20/11/1993,,Mass Customer,N,No,9
08/04/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,3382,Male,90,17/12/1977,,High Net Worth,N,No,1
27/12/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",3383,Male,47,05/04/1982,Financial Services,Affluent Customer,N,Yes,9
11/04/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,3384,Male,11,05/03/1996,,Mass Customer,N,No,6
15/08/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,3385,Female,23,10/02/1975,Argiculture,Mass Customer,N,No,9
07/07/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,3386,Male,24,28/07/1999,IT,High Net Worth,N,Yes,8
04/08/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,3387,Female,19,05/07/1976,Manufacturing,Affluent Customer,N,Yes,7
09/06/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74,3388,Male,81,25/10/1986,Retail,Mass Customer,N,No,11
08/10/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,3389,Female,27,01/06/1972,,Affluent Customer,N,No,12
11/07/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,3390,Female,20,27/01/1969,,High Net Worth,N,No,10
26/12/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",3391,Male,93,23/06/1991,Manufacturing,Mass Customer,N,No,8
28/01/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,3392,Male,41,12/12/1976,Financial Services,Mass Customer,N,No,10
26/09/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,3393,Female,23,21/02/1954,Retail,Mass Customer,N,Yes,8
12/05/2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74,3394,Male,39,26/06/1974,Health,Mass Customer,N,No,9
22/11/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,3395,Male,76,19/04/1993,Financial Services,Mass Customer,N,No,9
07/07/2017,TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,3396,Male,18,28/06/1960,Manufacturing,Mass Customer,N,Yes,10
14/11/2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,3397,Female,70,19/08/1985,IT,Mass Customer,N,No,10
20/11/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",3398,Male,69,01/07/1971,,High Net Worth,N,Yes,1
21/10/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,3399,Male,95,10/05/1996,Financial Services,Mass Customer,N,No,5
25/02/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,3400,Female,46,25/06/1987,Financial Services,Mass Customer,N,Yes,11
28/08/2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,3401,Female,92,28/07/1993,Telecommunications,Mass Customer,N,Yes,6
08/10/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",3402,Female,73,04/05/1985,Retail,Mass Customer,N,No,9
09/12/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,3403,Female,27,14/05/1994,Financial Services,Mass Customer,N,Yes,10
10/05/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,3404,Female,2,01/08/1973,Property,Affluent Customer,N,No,8
19/11/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,3405,Female,89,18/08/1996,Financial Services,Mass Customer,N,Yes,1
03/02/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,3406,Female,35,28/04/1979,IT,Mass Customer,N,Yes,10
09/01/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,3407,Male,53,08/10/1961,Financial Services,High Net Worth,N,Yes,5
16/06/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,3408,Female,10,11/07/1972,Manufacturing,Mass Customer,N,No,8
11/03/2017,TRUE,Approved,,,,,326.86,,3409,Female,75,29/04/1977,Argiculture,Mass Customer,N,No,10
14/08/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,3410,Female,93,22/09/1940,Property,Mass Customer,N,No,7
30/08/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",3411,Female,68,04/01/1980,,Mass Customer,N,Yes,7
01/05/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,3412,Female,66,18/08/1973,,Mass Customer,N,Yes,7
13/09/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80,3413,Female,93,15/10/1997,Financial Services,Mass Customer,N,No,12
22/12/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,3414,Female,46,25/02/1966,,Affluent Customer,N,Yes,1
28/02/2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,3415,Male,43,17/01/1963,Property,High Net Worth,N,Yes,7
25/08/2017,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96,3416,Female,6,18/01/1976,Manufacturing,Mass Customer,N,Yes,5
30/03/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,3417,Female,91,18/02/1973,Health,Mass Customer,N,No,10
14/08/2017,TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78,3418,Female,18,31/12/1959,Health,High Net Worth,N,No,10
17/10/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26,3419,Female,13,09/07/1973,,Mass Customer,N,Yes,9
13/12/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,3420,Male,96,10/09/1980,Financial Services,Mass Customer,N,Yes,8
17/03/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,3421,Female,60,17/12/1962,Health,Affluent Customer,N,Yes,7
27/07/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,3422,Female,38,06/05/1978,Manufacturing,Mass Customer,N,No,8
28/07/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,3423,Female,57,27/12/1999,Health,Affluent Customer,N,No,9
21/05/2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51,3424,Female,39,28/02/1977,Manufacturing,Affluent Customer,N,Yes,3
27/02/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,3425,Male,32,05/04/1986,Manufacturing,Mass Customer,N,Yes,1
27/10/2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,3426,Male,40,18/04/1959,Entertainment,Mass Customer,N,No,12
16/02/2017,FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,3427,Male,67,19/05/1981,Financial Services,Mass Customer,N,Yes,1
16/09/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",3428,Female,77,07/08/1974,Manufacturing,Mass Customer,N,Yes,7
22/06/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,3429,Female,37,22/06/1964,Health,High Net Worth,N,No,8
11/02/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,3430,Male,77,29/02/1964,Health,Affluent Customer,N,Yes,11
04/03/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,3431,Male,97,10/08/1996,Property,Affluent Customer,N,No,3
28/01/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",3432,Female,99,27/11/1988,Argiculture,Mass Customer,N,Yes,10
09/08/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99,3433,Female,10,28/04/1998,Property,Mass Customer,N,No,6
07/10/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,3434,Female,20,05/12/1973,Health,Mass Customer,N,No,7
03/12/2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,3435,Female,80,15/01/2002,,Affluent Customer,N,No,8
15/08/2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,3436,Female,4,22/11/1958,Financial Services,Mass Customer,N,Yes,12
19/12/2017,FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,3437,Male,79,20/10/1963,Retail,High Net Worth,N,No,9
22/02/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,3438,Male,11,16/02/1996,Manufacturing,Mass Customer,N,No,8
01/10/2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,3439,Female,45,20/10/1974,,Affluent Customer,N,Yes,3
04/04/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,3440,Female,18,15/05/1958,Manufacturing,Mass Customer,N,No,8
24/04/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",3441,Female,44,16/10/1988,Manufacturing,High Net Worth,N,Yes,4
24/05/2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,3442,Female,17,22/05/1962,Retail,Mass Customer,N,Yes,4
27/01/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,3443,Male,11,12/04/1995,,Mass Customer,N,Yes,8
03/12/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,3444,Female,75,25/12/1977,Manufacturing,Affluent Customer,N,No,9
22/08/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,3445,Male,62,23/06/1966,Financial Services,Affluent Customer,N,Yes,10
07/03/2017,FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03,3446,Male,8,30/01/1967,Manufacturing,Mass Customer,N,No,3
24/02/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,3447,Female,43,23/11/1977,Financial Services,High Net Worth,N,No,5
17/06/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,3448,Male,26,16/02/1977,Financial Services,High Net Worth,N,No,10
27/11/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,3449,Female,52,26/09/1974,Argiculture,High Net Worth,N,Yes,9
20/12/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,3450,Female,85,16/09/1993,Retail,Mass Customer,N,No,9
08/11/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,3451,Male,88,01/05/1970,,High Net Worth,N,No,4
07/01/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,3452,Female,22,04/09/1964,Retail,Mass Customer,N,No,11
12/03/2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,3453,Female,57,12/03/1989,Retail,Affluent Customer,N,No,8
02/10/2017,,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,3454,Male,15,09/06/1969,,Mass Customer,N,No,9
21/12/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,3455,Male,29,25/02/1954,,Mass Customer,N,Yes,10
26/04/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,3456,Female,11,08/11/1959,,Mass Customer,N,Yes,10
08/04/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,3457,Female,13,26/09/1956,Manufacturing,Mass Customer,N,No,9
24/01/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,3458,Male,35,01/12/1977,Manufacturing,High Net Worth,N,Yes,1
09/04/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80,3459,Female,62,24/11/2000,Entertainment,Mass Customer,N,Yes,11
01/01/2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",3460,Male,22,10/10/1999,Financial Services,Mass Customer,N,No,10
31/08/2017,FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51,3461,Male,28,30/11/1962,Manufacturing,Affluent Customer,N,Yes,12
21/10/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,3462,Female,96,03/03/1957,Health,High Net Worth,N,No,11
06/01/2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,3463,Male,7,15/06/1984,Financial Services,Affluent Customer,N,No,6
19/07/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,3464,Female,38,09/06/1982,Financial Services,Mass Customer,N,Yes,12
09/03/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,3465,Female,71,01/02/1978,Manufacturing,High Net Worth,N,Yes,3
03/06/2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,3466,Male,65,28/09/1979,IT,Mass Customer,N,No,11
13/09/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,3467,Male,31,20/05/1980,IT,Mass Customer,N,No,7
13/01/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",3468,Male,4,24/10/1986,,Mass Customer,N,No,3
14/01/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,3469,Female,90,24/08/1987,Health,Mass Customer,N,Yes,7
14/09/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,3470,Female,56,01/10/1967,Health,Affluent Customer,N,Yes,1
27/03/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,3471,Female,95,05/09/1953,IT,High Net Worth,N,Yes,10
03/12/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,3472,Male,10,27/06/1977,Retail,Affluent Customer,N,Yes,11
14/12/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,3473,U,34,,IT,Mass Customer,N,No,7
04/04/2017,TRUE,Cancelled,OHM Cycles,Standard,medium,medium,235.63,$125.07,3474,Male,93,06/11/1979,Manufacturing,Mass Customer,N,No,1
28/05/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,3475,Female,12,31/08/1985,Retail,Affluent Customer,N,No,9
13/05/2017,FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03,3476,Male,39,07/09/1989,Manufacturing,Affluent Customer,N,No,10
22/04/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,3477,Female,90,24/01/1996,Financial Services,Affluent Customer,N,Yes,7
28/11/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",3478,Male,54,08/08/1986,Health,Mass Customer,N,No,8
18/04/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,3479,Female,39,09/08/1964,IT,Mass Customer,N,No,5
18/09/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,3480,Male,30,24/06/1959,,Mass Customer,N,No,6
07/07/2017,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,3481,Male,37,12/10/1997,Manufacturing,High Net Worth,N,No,8
10/03/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,3482,Female,71,18/05/2000,Health,Affluent Customer,N,Yes,8
03/04/2017,FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,3483,Male,19,02/10/1956,Health,High Net Worth,N,Yes,9
27/09/2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,3484,Female,10,24/10/1976,Financial Services,High Net Worth,N,Yes,10
28/12/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,3485,Female,11,21/05/1981,Financial Services,High Net Worth,N,Yes,11
07/02/2017,TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03,3486,Male,67,25/07/1956,Manufacturing,Mass Customer,N,No,10
11/10/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",3487,Female,4,15/12/1977,Health,High Net Worth,N,No,10
06/10/2017,TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90,3488,Male,63,07/08/1975,Manufacturing,Mass Customer,N,Yes,9
11/06/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,3489,Female,90,30/10/1969,Argiculture,Mass Customer,N,Yes,10
04/02/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,3490,Male,45,21/06/1980,Financial Services,High Net Worth,N,No,10
15/12/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,3491,Female,69,03/04/1976,Financial Services,Affluent Customer,N,No,9
21/12/2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,3492,Male,83,27/01/1966,Manufacturing,Mass Customer,N,No,9
04/02/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,3493,Male,30,29/02/1964,Health,High Net Worth,N,No,5
07/10/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,3494,Male,72,24/12/1998,Argiculture,High Net Worth,N,No,4
06/07/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",3495,Female,57,12/07/1987,Financial Services,High Net Worth,N,No,9
08/09/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,3496,Male,99,25/04/1986,Manufacturing,Mass Customer,N,Yes,10
16/08/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,3497,Female,73,03/05/1986,Manufacturing,Affluent Customer,N,Yes,11
22/07/2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,3498,Female,28,02/11/1995,Manufacturing,Mass Customer,N,No,10
02/09/2017,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72,3499,Male,29,17/06/1979,Manufacturing,Mass Customer,N,Yes,11
05/12/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,3500,Female,71,21/07/1967,Entertainment,Affluent Customer,N,No,10
10/02/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,3501,Female,63,19/01/1970,Telecommunications,Mass Customer,N,Yes,10
13/07/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,3502,Male,5,16/10/1997,Retail,High Net Worth,N,Yes,7
14/09/2017,TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",3503,Female,53,12/03/1979,Financial Services,Affluent Customer,N,Yes,3
16/07/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,3504,Female,39,06/07/1963,Manufacturing,Mass Customer,N,Yes,10
16/12/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,3505,Female,41,06/08/1974,Retail,Mass Customer,N,No,9
15/07/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,3506,Female,19,18/06/1975,Financial Services,Mass Customer,N,No,2
17/11/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,3507,Male,70,03/03/1955,Financial Services,Mass Customer,N,No,4
22/05/2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,3508,Male,89,09/08/1986,Health,Mass Customer,N,No,10
09/09/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,3509,Female,85,22/11/1978,Health,Mass Customer,N,Yes,9
09/04/2017,FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03,3510,U,48,,IT,Affluent Customer,N,Yes,7
13/08/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,3511,Male,23,31/12/1966,Health,Affluent Customer,N,No,5
14/01/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,3512,Male,68,24/03/1994,Financial Services,Mass Customer,N,Yes,10
15/05/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,3513,U,80,,IT,Affluent Customer,N,Yes,8
12/07/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62,3514,Male,25,24/08/1962,,Mass Customer,N,No,8
24/02/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,3515,Female,11,14/01/1975,Telecommunications,High Net Worth,N,Yes,5
27/01/2017,FALSE,Approved,Solex,Road,medium,medium,416.98,$312.74,3516,Male,93,30/04/1977,Property,Mass Customer,N,Yes,12
19/02/2017,FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",3517,Female,47,04/07/1957,,Mass Customer,N,Yes,11
01/01/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,3518,Female,45,18/06/1980,IT,Mass Customer,N,Yes,11
20/03/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,3519,Male,16,21/05/1978,Manufacturing,Mass Customer,N,Yes,10
13/12/2017,FALSE,Approved,Solex,Standard,medium,medium,575.27,$431.45,3520,Male,41,17/08/1963,Health,Mass Customer,N,Yes,2
09/09/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,3521,Female,27,10/03/1980,,High Net Worth,N,Yes,3
19/03/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,3522,Female,73,21/08/1989,Financial Services,High Net Worth,N,Yes,9
12/07/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,3523,Male,33,14/06/1975,,Affluent Customer,N,No,9
01/04/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,3524,Male,38,30/12/1973,Financial Services,Mass Customer,N,Yes,10
01/01/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,3525,Male,55,16/08/1996,,Mass Customer,N,No,7
22/06/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,3526,Male,84,19/09/1978,Telecommunications,High Net Worth,N,Yes,8
09/04/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,3527,Female,77,02/12/1978,Financial Services,High Net Worth,N,No,10
06/01/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74,3528,Male,69,06/04/1964,Manufacturing,Mass Customer,N,Yes,6
05/07/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,3529,Female,37,23/11/1960,IT,High Net Worth,N,Yes,5
02/03/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,3530,Male,19,23/10/1973,,High Net Worth,N,Yes,1
08/09/2017,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,3531,Female,4,27/01/1969,Retail,Affluent Customer,N,Yes,6
02/09/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",3532,Female,27,24/07/1990,Health,High Net Worth,N,Yes,10
04/02/2017,,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,3533,Male,62,14/02/1981,Financial Services,Affluent Customer,N,Yes,7
