Age,Gender,Item Purchased,Category,Purchase Amount (USD),Season,Review Rating,Subscription Status,Promo Code Used,Previous Purchases,Frequency of Purchases
42,1,17,3,98,1,4.2,0,0,50,1
60,1,9,3,61,0,2.9,0,0,37,0
21,1,17,3,98,3,4.2,0,0,23,0
69,1,14,0,21,2,3.3,0,0,10,3
41,1,14,0,51,3,3.6,0,0,20,2
51,1,4,2,80,0,4.3,0,0,18,3
23,1,12,0,72,3,3.3,0,0,3,0
57,1,13,3,63,3,3.0,0,0,23,0
40,1,12,0,27,3,3.6,0,0,27,0
65,1,9,3,44,1,3.1,0,0,44,1
61,1,8,1,23,3,2.9,0,0,41,3
34,1,12,0,93,3,3.9,0,0,41,4
43,1,16,0,70,2,3.2,0,0,36,3
31,1,13,3,85,2,3.1,0,0,38,3
57,1,2,0,40,3,3.2,0,0,34,4
34,1,24,2,29,3,3.3,0,0,14,3
25,1,12,0,27,2,4.8,0,0,23,1
66,1,11,0,93,2,3.8,0,0,18,1
56,1,23,3,20,0,4.6,0,0,45,2
49,1,17,3,55,2,2.8,0,0,14,0
19,1,11,0,94,2,3.6,0,0,48,4
27,1,20,3,56,3,4.3,0,0,17,1
68,1,2,0,58,0,4.0,0,0,1,0
20,1,12,0,44,0,3.5,0,0,39,0
21,1,16,0,95,2,4.9,0,0,24,0
36,1,4,2,42,1,3.1,0,0,41,1
37,1,17,3,93,3,3.9,0,0,28,4
61,1,11,0,56,1,3.0,0,0,34,3
68,1,16,0,88,0,4.1,0,0,41,3
60,1,2,0,54,3,4.3,0,0,27,1
69,1,17,3,89,2,3.8,0,0,46,1
25,1,4,2,45,1,3.9,0,0,2,3
32,1,21,0,75,3,4.3,0,0,45,2
53,1,22,3,22,2,4.3,0,0,34,0
46,1,6,0,82,2,4.7,0,0,9,4
58,1,10,2,34,1,3.1,0,0,1,4
21,1,8,1,92,1,2.7,0,0,17,4
46,1,2,0,78,0,3.7,0,0,6,0
18,1,15,1,47,0,3.3,0,0,12,1
56,1,15,1,64,1,3.4,0,0,10,3
18,1,5,2,44,3,4.7,0,0,4,1
49,1,23,3,94,3,4.9,0,0,8,1
29,1,19,3,62,3,4.3,0,0,41,0
67,1,17,3,81,1,4.2,0,0,49,0
31,1,18,0,33,2,3.7,0,0,49,3
52,1,14,0,88,2,2.7,0,0,40,1
42,1,9,3,49,3,3.3,0,0,30,2
32,1,22,3,31,1,4.8,0,0,4,3
47,1,25,3,29,2,4.1,0,0,22,2
45,1,15,1,34,0,4.6,0,0,22,2
20,1,2,0,38,2,4.9,0,0,10,3
66,1,1,0,41,1,3.1,0,0,23,1
52,1,1,0,34,0,3.0,0,0,43,3
50,1,25,3,26,1,3.7,0,0,31,1
62,1,3,0,98,3,4.0,0,0,38,4
38,1,5,2,59,2,3.0,0,0,22,3
65,1,20,3,92,2,3.8,0,0,45,3
60,1,22,3,40,0,3.7,0,0,21,1
68,1,3,0,20,2,4.0,0,0,9,1
62,1,12,0,35,0,3.1,0,0,34,0
62,1,23,3,35,0,3.9,0,0,26,0
40,1,11,0,82,3,3.7,0,0,1,0
32,1,16,0,48,2,3.9,0,0,47,0
22,1,8,1,58,3,2.7,0,0,30,0
33,1,2,0,57,0,3.9,0,0,48,1
57,1,7,0,96,3,2.6,0,0,31,1
60,1,5,2,97,1,3.5,0,0,33,1
30,1,2,0,42,3,4.4,0,0,39,0
41,1,18,0,62,0,4.9,0,0,46,0
58,1,9,3,67,2,3.9,0,0,24,4
34,1,5,2,46,1,3.5,0,0,37,1
67,1,15,1,71,0,4.3,0,0,7,2
58,1,22,3,99,2,3.4,0,0,6,1
41,1,3,0,28,2,2.7,0,0,16,1
42,1,23,3,77,1,3.6,0,0,33,4
50,1,24,2,63,1,4.9,0,0,18,1
40,1,7,0,62,0,3.5,0,0,24,0
32,1,3,0,92,1,3.8,0,0,24,3
51,1,10,2,72,3,4.5,0,0,48,3
26,1,20,3,79,1,4.0,0,0,4,0
32,1,18,0,27,1,4.7,0,0,20,0
58,1,13,3,39,2,3.8,0,0,47,3
51,1,21,0,86,0,4.5,0,0,50,3
19,1,6,0,94,2,5.0,0,0,31,2
57,1,7,0,53,0,2.8,0,0,29,3
66,1,6,0,85,1,4.4,0,0,4,4
62,1,21,0,50,2,4.7,0,0,40,1
58,1,14,0,47,3,3.8,0,0,31,2
23,1,24,2,75,3,4.9,0,0,41,0
45,1,18,0,60,3,4.2,0,0,44,4
20,1,18,0,36,0,4.9,0,0,31,0
33,1,8,1,80,0,3.9,0,0,45,3
30,1,20,3,96,0,4.9,0,0,50,3
50,1,13,3,80,3,4.8,0,0,7,4
62,1,1,0,71,1,3.3,0,0,5,3
69,1,17,3,29,2,4.6,0,0,48,2
34,1,17,3,53,0,4.5,0,0,19,1
49,1,12,0,35,1,4.1,0,0,39,1
65,1,19,3,75,2,3.2,0,0,45,3
66,1,14,0,52,2,4.2,0,0,35,2
41,1,20,3,77,3,4.8,0,0,8,2
37,1,25,3,24,2,4.1,0,0,11,3
32,1,6,0,78,3,3.7,0,0,32,4
42,1,4,2,98,3,2.6,0,0,46,3
31,1,21,0,57,3,3.0,0,0,7,3
61,1,9,3,78,1,4.4,0,0,1,4
36,1,15,1,76,2,4.7,0,0,32,2
60,1,7,0,26,0,2.7,0,0,31,4
51,1,4,2,78,3,2.8,0,0,39,3
68,1,19,3,53,1,2.9,0,0,9,3
46,1,4,2,100,1,4.4,0,0,49,0
19,1,3,0,73,3,2.7,0,0,34,3
30,1,12,0,40,3,4.5,0,0,35,2
51,1,25,3,76,3,2.8,0,0,50,0
28,1,12,0,80,2,3.1,0,0,4,1
41,1,2,0,80,3,3.8,0,0,32,0
29,1,1,0,67,0,2.9,0,0,11,1
25,1,2,0,61,0,3.8,0,0,49,4
60,1,6,0,76,0,4.7,0,0,9,4
63,1,17,3,55,1,3.2,0,0,30,1
51,1,18,0,85,1,4.0,0,0,33,2
22,1,19,3,69,0,4.9,0,0,8,4
54,1,23,3,26,1,3.7,0,0,29,1
18,1,18,0,64,1,4.8,0,0,4,2
29,1,5,2,60,2,3.6,0,0,19,2
59,1,25,3,36,3,4.6,0,0,10,1
25,1,4,2,21,0,4.3,0,0,39,2
19,1,22,3,72,2,3.2,0,0,21,3
56,1,14,0,62,1,3.8,0,0,12,2
31,1,18,0,44,3,4.2,0,0,9,1
45,1,12,0,52,2,3.4,0,0,20,3
23,1,25,3,58,0,4.7,0,0,44,1
18,1,1,0,77,0,3.9,0,0,16,3
43,1,1,0,99,0,4.3,0,0,27,1
56,1,3,0,96,2,2.7,0,0,14,3
43,1,18,0,64,1,4.6,0,0,24,2
64,1,2,0,44,2,2.9,0,0,49,0
67,1,14,0,33,2,3.6,0,0,14,0
63,1,24,2,71,3,3.9,0,0,6,3
54,1,12,0,36,2,2.6,0,0,20,3
69,1,25,3,62,2,3.6,0,0,3,4
34,1,21,0,29,1,3.4,0,0,5,2
56,1,18,0,33,0,3.5,0,0,46,1
34,1,1,0,33,2,3.1,0,0,8,2
58,1,1,0,41,3,4.3,0,0,13,1
44,1,19,3,54,3,5.0,0,0,25,3
25,1,22,3,58,0,4.9,0,0,39,1
27,1,7,0,30,1,4.3,0,0,15,1
26,1,17,3,53,3,4.4,0,0,35,2
18,1,25,3,91,0,4.4,0,0,46,1
64,1,16,0,44,2,3.5,0,0,3,2
62,1,16,0,89,3,3.4,0,0,48,0
59,1,12,0,57,0,2.5,0,0,27,0
36,1,13,3,57,0,3.4,0,0,5,0
69,1,17,3,74,1,2.6,0,0,48,3
39,1,15,1,30,2,4.6,0,0,12,0
28,1,11,0,20,1,3.7,0,0,10,1
42,1,16,0,90,2,2.5,0,0,48,1
31,1,3,0,61,2,4.5,0,0,3,2
57,1,4,2,51,2,2.9,0,0,19,2
53,1,13,3,97,3,2.9,0,0,11,1
59,1,14,0,97,2,3.5,0,0,25,2
32,1,7,0,40,3,4.2,0,0,42,0
65,1,17,3,85,1,3.3,0,0,34,3
56,1,21,0,76,3,3.9,0,0,50,3
31,1,4,2,22,0,5.0,0,0,21,2
59,1,14,0,63,1,3.3,0,0,37,0
22,1,18,0,71,0,4.2,0,0,46,2
47,1,24,2,35,1,4.9,0,0,14,1
23,1,22,3,30,0,4.6,0,0,24,1
69,1,12,0,74,2,4.8,0,0,36,3
18,1,19,3,71,3,2.7,0,0,19,1
50,1,2,0,84,0,4.3,0,0,12,2
29,1,4,2,38,2,3.8,0,0,13,3
65,1,17,3,81,0,4.9,0,0,32,1
29,1,2,0,56,3,3.4,0,0,5,1
49,1,12,0,48,3,3.6,0,0,29,4
28,1,7,0,97,2,3.4,0,0,40,1
51,1,22,3,74,2,4.7,0,0,44,0
26,1,16,0,50,3,3.0,0,0,3,1
38,1,12,0,71,3,3.4,0,0,35,1
35,1,12,0,33,1,4.6,0,0,33,2
34,1,22,3,56,1,3.1,0,0,20,1
51,1,1,0,84,0,2.8,0,0,40,3
47,1,6,0,36,2,3.5,0,0,13,4
18,1,25,3,63,1,4.6,0,0,9,2
64,1,4,2,36,1,4.3,0,0,7,4
30,1,15,1,63,2,4.8,0,0,42,3
59,1,5,2,32,3,2.9,0,0,44,1
66,1,22,3,93,0,3.0,0,0,6,4
40,1,14,0,29,1,2.9,0,0,8,3
25,1,13,3,92,1,3.7,0,0,10,0
59,1,3,0,33,2,4.7,0,0,46,3
66,1,14,0,52,0,3.5,0,0,26,0
54,1,17,3,42,0,2.7,0,0,6,3
42,1,16,0,36,0,5.0,0,0,47,3
48,1,4,2,67,1,4.1,0,0,28,4
34,1,15,1,43,3,2.7,0,0,23,4
19,1,1,0,68,0,4.8,0,0,45,1
70,1,17,3,60,1,4.3,0,0,44,3
43,1,21,0,53,1,4.5,0,0,11,2
46,1,3,0,23,0,3.8,0,0,39,1
66,1,25,3,57,3,3.7,0,0,20,3
50,1,20,3,89,2,3.9,0,0,48,1
55,1,10,2,99,3,3.3,0,0,46,3
63,1,14,0,28,2,3.4,0,0,22,2
32,1,21,0,53,1,3.8,0,0,45,4
30,1,16,0,45,3,2.7,0,0,49,3
35,1,16,0,38,3,2.9,0,0,9,3
59,1,14,0,49,1,4.5,0,0,41,3
59,1,6,0,32,1,2.6,0,0,2,2
54,1,18,0,37,3,3.1,0,0,39,1
63,1,11,0,80,3,4.7,0,0,12,3
43,1,22,3,78,1,4.6,0,0,26,3
33,1,25,3,53,1,2.7,0,0,32,1
57,1,10,2,82,1,4.6,0,0,50,1
25,1,12,0,33,0,4.8,0,0,3,1
26,1,25,3,77,3,4.2,0,0,3,3
50,1,16,0,56,3,4.9,0,0,37,2
70,1,21,0,37,3,4.9,0,0,20,1
68,1,25,3,54,0,4.5,0,0,26,1
39,1,7,0,67,3,2.7,0,0,47,3
46,1,10,2,90,2,3.1,0,0,7,3
57,1,3,0,72,1,3.3,0,0,40,4
47,1,24,2,59,1,2.6,0,0,45,3
40,1,20,3,45,2,4.4,0,0,20,1
52,1,7,0,30,0,3.9,0,0,11,0
40,1,14,0,51,1,4.6,0,0,50,2
67,1,2,0,90,2,4.9,0,0,25,3
67,1,15,1,95,3,3.7,0,0,5,1
37,1,11,0,81,2,3.7,0,0,4,4
67,1,6,0,70,0,4.2,0,0,25,0
64,1,11,0,32,3,3.5,0,0,11,1
28,1,23,3,94,0,2.9,0,0,4,1
54,1,20,3,29,0,3.4,0,0,1,2
54,1,22,3,31,1,3.3,0,0,48,3
24,1,12,0,20,2,4.5,0,0,9,3
27,1,25,3,44,3,4.6,0,0,2,1
53,1,15,1,77,2,2.9,0,0,4,3
32,1,9,3,51,0,3.2,0,0,43,1
24,1,4,2,49,1,2.6,0,0,32,4
45,1,13,3,78,0,3.8,0,0,1,3
49,1,3,0,98,0,2.8,0,0,38,1
51,1,4,2,94,3,4.4,0,0,25,1
69,1,10,2,91,1,4.7,0,0,42,3
41,1,13,3,77,1,2.7,0,0,32,2
59,1,19,3,97,1,2.6,0,0,21,3
26,1,12,0,58,1,3.4,0,0,26,1
23,1,25,3,97,0,3.9,0,0,6,1
62,1,8,1,48,1,3.4,0,0,14,3
69,1,23,3,23,1,3.4,0,0,4,3
46,1,14,0,79,3,3.9,0,0,26,0
35,1,17,3,42,0,4.0,0,0,39,1
32,1,22,3,95,0,3.4,0,0,15,4
46,1,5,2,29,1,3.7,0,0,1,3
33,1,16,0,98,3,4.9,0,0,28,2
32,1,1,0,96,0,5.0,0,0,17,0
33,1,13,3,66,2,2.9,0,0,24,0
67,1,24,2,80,0,3.0,0,0,29,3
67,1,5,2,27,1,3.3,0,0,18,3
42,1,22,3,25,2,4.7,0,0,10,1
20,1,14,0,45,2,3.4,0,0,19,3
39,1,21,0,89,3,4.6,0,0,26,2
26,1,23,3,27,3,3.6,0,0,25,1
51,1,13,3,90,3,2.6,0,0,2,1
31,1,6,0,65,1,2.7,0,0,19,3
68,1,5,2,72,0,3.1,0,0,32,3
44,1,10,2,70,2,3.2,0,0,13,1
18,1,4,2,82,3,3.4,0,0,30,1
58,1,19,3,97,2,4.4,0,0,2,4
26,1,6,0,25,1,3.2,0,0,8,3
57,1,12,0,48,0,2.5,0,0,27,3
37,1,24,2,99,1,3.8,0,0,26,1
24,1,2,0,21,1,4.4,0,0,3,1
57,1,4,2,94,0,3.7,0,0,4,2
48,1,3,0,53,2,3.2,0,0,5,1
39,1,22,3,70,3,4.9,0,0,25,3
51,1,12,0,26,1,3.9,0,0,47,1
57,1,23,3,82,1,4.5,0,0,8,1
53,1,10,2,47,3,3.4,0,0,20,1
70,1,21,0,32,3,4.1,0,0,42,3
60,1,22,3,97,2,4.5,0,0,20,0
31,1,6,0,68,3,4.7,0,0,23,1
41,1,2,0,23,3,4.8,0,0,26,3
62,1,9,3,33,3,4.4,0,0,48,3
59,1,17,3,38,3,4.0,0,0,16,1
46,1,21,0,68,3,4.1,0,0,28,1
62,1,21,0,23,2,3.7,0,0,39,0
42,1,6,0,29,1,3.0,0,0,43,1
37,1,19,3,35,3,3.6,0,0,45,3
50,1,10,2,73,2,4.8,0,0,50,3
29,1,10,2,84,2,3.7,0,0,10,1
25,1,19,3,23,0,4.6,0,0,40,3
66,1,13,3,67,1,2.8,0,0,38,2
21,1,21,0,51,0,4.0,0,0,2,2
46,1,1,0,36,3,4.2,0,0,13,4
57,1,3,0,55,1,3.6,0,0,33,4
61,1,7,0,30,0,2.9,0,0,27,2
53,1,18,0,70,1,4.1,0,0,43,0
37,1,1,0,63,3,3.1,0,0,46,0
39,1,23,3,87,1,4.3,0,0,7,1
53,1,1,0,70,0,4.4,0,0,35,1
35,1,18,0,51,0,3.1,0,0,31,1
69,1,17,3,25,0,2.9,0,0,42,3
66,1,15,1,32,3,3.2,0,0,14,1
19,1,10,2,52,0,4.0,0,0,35,2
47,1,25,3,33,1,2.7,0,0,49,0
49,1,3,0,68,0,3.0,0,0,17,1
31,1,17,3,20,2,4.4,0,0,26,3
39,1,14,0,32,3,2.8,0,0,30,3
58,1,17,3,82,1,3.1,0,0,32,4
45,1,5,2,64,3,3.9,0,0,35,3
68,1,24,2,24,2,2.7,0,0,15,4
35,1,20,3,96,1,3.4,0,0,10,4
65,1,18,0,94,0,3.8,0,0,14,2
45,1,22,3,48,3,3.7,0,0,30,4
19,1,13,3,60,0,4.5,0,0,16,1
65,1,2,0,56,0,2.9,0,0,14,4
28,1,9,3,33,2,3.4,0,0,28,0
55,1,22,3,46,0,4.4,0,0,29,2
66,1,21,0,37,0,4.2,0,0,5,3
29,1,6,0,98,3,3.3,0,0,17,3
56,1,7,0,50,0,3.7,0,0,50,0
21,1,23,3,63,2,3.2,0,0,23,3
32,1,2,0,70,1,2.6,0,0,22,4
54,1,8,1,63,2,2.8,0,0,15,3
61,1,7,0,86,2,2.9,0,0,32,2
31,1,10,2,99,1,4.0,0,0,5,2
27,1,5,2,40,0,2.9,0,0,6,1
64,1,5,2,92,2,4.7,0,0,44,1
60,1,14,0,21,2,3.1,0,0,23,1
70,1,17,3,81,1,3.9,0,0,44,2
36,1,18,0,82,2,3.4,0,0,3,3
56,1,17,3,88,0,3.1,0,0,14,2
69,1,15,1,100,2,4.8,0,0,37,3
39,1,22,3,66,3,3.9,0,0,22,0
38,1,23,3,25,3,3.5,0,0,2,3
36,1,19,3,53,1,3.1,0,0,44,1
46,1,2,0,28,2,4.7,0,0,49,2
59,1,25,3,23,2,4.6,0,0,22,1
64,1,19,3,34,2,3.3,0,0,26,4
49,1,11,0,42,0,3.2,0,0,40,0
32,1,3,0,24,1,3.1,0,0,16,3
29,1,13,3,47,2,3.5,0,0,17,1
24,1,8,1,78,0,4.3,0,0,48,1
41,1,3,0,89,1,2.9,0,0,28,3
41,1,19,3,59,2,2.7,0,0,26,1
32,1,1,0,94,1,4.0,0,0,43,3
69,1,3,0,49,2,4.6,0,0,38,0
65,1,11,0,89,1,4.7,0,0,36,3
54,1,20,3,91,1,4.7,0,0,1,0
39,1,4,2,89,0,4.0,0,0,49,4
37,1,15,1,57,0,3.6,0,0,41,3
51,1,21,0,71,3,3.4,0,0,21,2
26,1,3,0,97,2,3.0,0,0,24,3
42,1,4,2,45,2,2.6,0,0,27,0
21,1,11,0,91,0,4.2,0,0,4,4
53,1,21,0,25,0,3.4,0,0,19,4
36,1,16,0,63,2,4.0,0,0,1,1
21,1,11,0,52,1,4.7,0,0,27,4
33,1,5,2,43,3,3.9,0,0,5,0
49,1,18,0,28,1,3.3,0,0,20,3
31,1,18,0,78,1,2.9,0,0,50,4
68,1,2,0,31,0,4.4,0,0,36,1
49,1,6,0,23,3,3.6,0,0,12,1
23,1,20,3,25,0,4.5,0,0,23,2
30,1,14,0,86,1,3.7,0,0,21,0
53,1,10,2,88,0,2.8,0,0,47,0
65,1,25,3,35,0,4.5,0,0,38,1
60,1,17,3,34,2,4.4,0,0,40,3
46,1,14,0,75,3,3.3,0,0,35,3
54,1,16,0,46,3,4.2,0,0,4,3
59,1,17,3,31,2,2.7,0,0,28,3
52,1,21,0,93,0,3.9,0,0,36,3
41,1,13,3,85,0,2.6,0,0,15,4
43,1,23,3,68,2,4.5,0,0,7,1
63,1,11,0,40,0,2.7,0,0,29,3
37,1,6,0,51,3,2.9,0,0,12,4
44,1,19,3,85,3,3.4,0,0,16,1
67,1,15,1,23,1,2.9,0,0,50,1
27,1,11,0,28,1,3.8,0,0,11,4
60,1,21,0,44,2,4.2,0,0,28,3
58,1,17,3,57,0,3.5,0,0,36,1
53,1,19,3,98,2,3.1,0,0,38,3
43,1,22,3,68,3,3.5,0,0,32,2
32,1,15,1,36,2,4.0,0,0,42,0
54,1,8,1,71,0,3.7,0,0,22,1
47,1,12,0,60,2,4.2,0,0,22,3
57,1,8,1,87,2,4.8,0,0,31,3
63,1,10,2,38,3,4.1,0,0,28,2
70,1,24,2,45,0,4.5,0,0,40,0
62,1,8,1,47,2,2.7,0,0,21,0
40,1,12,0,57,2,2.8,0,0,12,3
25,1,22,3,68,1,3.7,0,0,33,4
19,1,7,0,52,2,3.6,0,0,9,1
25,1,12,0,87,2,4.7,0,0,15,0
21,1,20,3,34,1,3.8,0,0,13,4
55,1,4,2,41,3,2.9,0,0,35,1
34,1,13,3,94,3,4.6,0,0,1,3
47,1,13,3,93,1,2.8,0,0,25,1
27,1,21,0,51,3,4.6,0,0,20,3
67,1,2,0,42,2,2.8,0,0,36,3
40,1,24,2,95,3,3.0,0,0,33,0
53,1,9,3,90,2,3.7,0,0,36,1
24,1,11,0,98,3,4.1,0,0,32,4
47,1,20,3,39,3,4.3,0,0,21,3
53,1,4,2,66,2,3.8,0,0,48,1
47,1,10,2,23,3,3.7,0,0,25,3
38,1,12,0,73,3,4.8,0,0,32,4
48,1,13,3,23,1,4.6,0,0,45,3
47,1,12,0,43,2,4.8,0,0,4,1
19,1,18,0,45,3,4.6,0,0,19,1
38,1,4,2,21,3,4.0,0,0,1,0
57,1,6,0,40,0,2.6,0,0,12,0
70,1,3,0,58,2,2.6,0,0,18,2
38,1,7,0,48,1,4.5,0,0,43,1
35,1,6,0,94,2,4.2,0,0,31,4
46,1,19,3,74,0,3.4,0,0,33,3
32,1,9,3,51,2,3.7,0,0,46,2
38,1,12,0,83,3,3.6,0,0,41,1
41,1,9,3,68,3,4.0,0,0,41,1
19,1,25,3,84,0,4.6,0,0,9,1
18,1,6,0,58,2,3.0,0,0,34,4
45,1,1,0,92,3,3.3,0,0,21,4
23,1,11,0,69,1,3.8,0,0,5,1
60,1,7,0,48,1,2.7,0,0,32,0
52,1,10,2,60,0,4.5,0,0,44,2
42,1,4,2,20,3,4.8,0,0,46,1
29,1,14,0,55,1,4.2,0,0,42,3
31,1,15,1,88,0,3.5,0,0,50,1
30,1,12,0,48,3,4.9,0,0,33,1
23,1,9,3,74,0,4.1,0,0,32,3
31,1,8,1,42,2,2.9,0,0,32,1
40,1,2,0,32,2,4.0,0,0,37,3
39,1,7,0,98,1,4.6,0,0,9,1
28,1,12,0,89,2,2.8,0,0,6,1
23,1,25,3,97,1,5.0,0,0,36,3
42,1,22,3,49,0,2.9,0,0,1,4
68,1,11,0,50,0,3.3,0,0,48,1
24,1,23,3,91,3,3.4,0,0,44,3
24,1,25,3,93,3,3.0,0,0,9,1
21,1,17,3,98,1,4.7,0,0,32,4
49,1,21,0,82,2,2.9,0,0,14,2
41,1,8,1,37,1,4.1,0,0,43,3
22,1,9,3,63,2,3.2,0,0,32,1
42,1,1,0,99,3,2.7,0,0,26,1
30,1,7,0,37,0,4.7,0,0,2,2
38,1,10,2,34,0,3.2,0,0,16,3
40,1,7,0,32,3,2.5,0,0,50,3
55,1,4,2,23,3,4.3,0,0,6,3
37,1,1,0,78,0,4.4,0,0,20,4
41,1,8,1,54,3,4.7,0,0,9,0
38,1,1,0,94,2,4.0,0,0,47,1
42,1,23,3,75,0,4.6,0,0,33,4
26,1,1,0,69,1,3.8,0,0,46,1
41,1,19,3,35,3,3.2,0,0,9,2
27,1,6,0,78,0,5.0,0,0,8,2
61,1,21,0,29,1,3.5,0,0,48,3
58,1,3,0,62,2,3.7,0,0,2,2
25,1,11,0,58,0,4.8,0,0,31,0
33,1,24,2,88,1,3.7,0,0,40,2
57,1,19,3,80,1,3.5,0,0,35,2
39,1,19,3,47,1,4.9,0,0,40,2
60,1,25,3,51,1,4.7,0,0,27,3
39,1,14,0,25,0,4.9,0,0,10,4
42,1,11,0,36,1,4.3,0,0,23,0
53,1,11,0,79,3,3.1,0,0,32,3
20,1,3,0,41,3,3.4,0,0,6,2
46,1,2,0,68,2,2.7,0,0,27,0
46,1,4,2,51,0,2.6,0,0,25,1
69,1,9,3,38,2,2.9,0,0,11,4
28,1,19,3,46,1,2.7,0,0,23,2
42,1,4,2,20,1,4.5,0,0,44,3
30,1,13,3,25,1,3.1,0,0,35,1
50,1,2,0,89,3,3.2,0,0,45,3
59,1,14,0,77,3,3.3,0,0,22,3
54,1,20,3,94,2,2.9,0,0,18,3
50,1,23,3,100,2,4.1,0,0,20,0
25,1,4,2,96,3,2.7,0,0,28,1
41,1,14,0,36,3,4.0,0,0,15,1
35,1,17,3,27,2,2.6,0,0,42,1
67,1,13,3,67,3,3.5,0,0,20,3
33,1,1,0,91,2,2.8,0,0,16,1
19,1,23,3,62,2,4.5,0,0,47,4
25,1,7,0,88,2,3.0,0,0,34,4
32,1,14,0,66,1,4.4,0,0,30,0
30,1,4,2,65,2,4.7,0,0,5,3
18,1,25,3,25,3,4.3,0,0,38,3
38,1,23,3,64,0,4.8,0,0,18,4
22,1,6,0,72,0,4.8,0,0,28,4
40,1,19,3,74,1,4.4,0,0,42,1
54,1,25,3,50,2,3.7,0,0,5,0
70,1,14,0,97,2,3.9,0,0,50,2
52,1,5,2,36,0,3.8,0,0,33,1
34,1,15,1,49,2,4.1,0,0,1,0
65,1,10,2,64,0,4.0,0,0,14,1
38,1,1,0,31,1,4.5,0,0,48,2
35,1,24,2,66,3,4.0,0,0,26,0
40,1,21,0,82,0,4.5,0,0,44,4
23,1,18,0,88,3,2.7,0,0,18,1
45,1,4,2,34,1,3.8,0,0,31,3
40,1,5,2,84,3,3.8,0,0,18,0
42,1,17,3,96,1,3.8,0,0,41,3
57,1,4,2,71,3,4.3,0,0,18,3
18,1,15,1,77,1,3.5,0,0,3,1
18,1,12,0,66,0,3.8,0,0,5,1
56,1,6,0,21,3,3.7,0,0,13,4
35,1,7,0,37,1,4.8,0,0,22,4
49,1,21,0,90,2,4.9,0,0,45,1
49,1,15,1,96,2,4.3,0,0,39,3
34,1,17,3,37,1,4.4,0,0,18,4
63,1,18,0,66,3,3.4,0,0,19,1
42,1,25,3,45,0,4.3,0,0,29,0
41,1,10,2,89,1,4.6,0,0,19,0
26,1,10,2,94,2,3.8,0,0,22,2
48,1,10,2,96,1,3.9,0,0,21,4
62,1,16,0,31,0,2.6,0,0,22,2
24,1,23,3,79,3,4.2,0,0,44,3
48,1,8,1,39,0,4.6,0,0,42,3
31,1,1,0,22,2,5.0,0,0,33,3
41,1,12,0,32,2,4.2,0,0,6,4
24,1,18,0,71,3,4.3,0,0,44,3
60,1,3,0,96,0,3.3,0,0,24,4
38,1,19,3,82,2,4.9,0,0,16,3
58,1,22,3,76,0,4.4,0,0,12,1
53,1,22,3,22,3,3.1,0,0,50,2
44,1,19,3,40,3,3.5,0,0,42,3
51,1,20,3,92,1,3.9,0,0,50,2
36,1,8,1,94,2,3.9,0,0,10,3
20,1,11,0,44,2,4.3,0,0,32,0
32,1,25,3,49,0,3.8,0,0,37,0
66,1,2,0,26,0,2.7,0,0,15,2
49,1,12,0,38,2,4.4,0,0,27,4
27,1,1,0,72,0,3.5,0,0,7,0
29,1,11,0,99,1,3.4,0,0,49,3
29,1,15,1,38,0,4.0,0,0,44,2
55,1,8,1,96,3,4.8,0,0,13,1
57,1,11,0,27,0,4.5,0,0,38,1
29,1,7,0,24,3,4.4,0,0,10,0
31,1,3,0,82,1,4.1,0,0,25,0
25,1,20,3,56,1,4.6,0,0,18,3
61,1,25,3,25,2,3.8,0,0,6,3
53,1,5,2,67,0,2.9,0,0,35,3
22,1,10,2,21,1,2.8,0,0,31,1
28,1,16,0,27,1,3.0,0,0,41,4
18,1,5,2,97,2,4.2,0,0,8,4
44,1,9,3,45,3,4.1,0,0,34,1
32,1,1,0,63,2,4.1,0,0,20,4
34,1,23,3,100,1,4.6,0,0,38,3
67,1,21,0,38,0,2.5,0,0,35,3
66,1,1,0,45,1,3.0,0,0,6,4
28,1,17,3,91,2,3.8,0,0,50,0
70,1,7,0,82,2,4.1,0,0,47,0
37,1,24,2,48,3,3.3,0,0,23,3
28,1,8,1,30,0,5.0,0,0,13,3
43,1,18,0,34,0,3.8,0,0,31,2
37,1,2,0,68,2,3.3,0,0,16,3
54,1,13,3,95,3,5.0,0,0,40,4
50,1,20,3,22,0,2.9,0,0,45,3
46,1,25,3,88,2,2.5,0,0,50,3
60,1,21,0,83,1,4.7,0,0,1,3
40,1,9,3,87,0,2.9,0,0,10,3
64,1,8,1,57,1,3.7,0,0,48,3
18,1,8,1,88,1,4.4,0,0,38,2
37,1,14,0,20,3,2.9,0,0,21,4
36,1,23,3,39,1,3.6,0,0,38,2
51,1,13,3,71,0,4.8,0,0,31,1
26,1,16,0,73,3,4.7,0,0,9,1
68,1,9,3,63,1,2.6,0,0,47,0
27,1,25,3,78,3,3.4,0,0,8,1
28,1,12,0,96,2,3.5,0,0,30,4
49,1,13,3,81,3,3.4,0,0,22,3
70,1,11,0,95,2,5.0,0,0,3,3
30,1,25,3,68,0,4.6,0,0,15,2
27,1,5,2,28,0,4.8,0,0,10,3
19,1,18,0,30,1,3.7,0,0,19,3
64,1,11,0,31,1,4.7,0,0,36,1
42,1,9,3,95,3,4.4,0,0,12,3
69,1,21,0,79,3,3.5,0,0,49,3
28,1,5,2,39,3,3.8,0,0,7,4
